,station_id,lat,lng,Unnamed: 0,name,station_location,CAR WASH,AIR & WATER,CAR VACUUM,24/7 OPENING HOURS,TOILET,CONVENIENCE STORE,ATM,PARKING FACILITIES,DISABLED TOILET/BABY CHANGE,ALCOHOL,WI-FI,HGV/PSV FUELING,FUELSERVICE,PAYPHONE,RESTAURANT,ELECTRIC CAR CHARGING,REPAIR GARAGE,SHOWER FACILITIES
51,1825,51.3062905,-0.2196261,51,SHELL BANSTEAD (SHELL WAITROSE BURGH HEATH),"BRIGHTON ROAD, KT20 6AA",,True,,True,True,True,True,True,True,True,,,,,,True,,
52,1402,51.34510179999999,-0.2489555,52,ESSO EPSOM (EWELL EXPRESS),"REIGATE ROAD, KT17 1PG",True,True,,,,True,True,True,,True,,,,,,,,
53,4431,51.2453632,-0.258669,65,SHELL BUCKLAND (SHELL BUCKLAND),"REIGATE ROAD, RH3 7ET",True,True,True,,True,True,True,True,,,,True,,,,,,
54,1821,51.2708424,-0.2117363,66,TEXACO BRIGHTON ROAD (PARK MOGADOR SERVICE STATION),"BRIGHTON ROAD, KT20 6SU",True,True,True,True,,True,True,,,,,,True,,,,,
55,1824,51.2702524,-0.2121036,67,BP TADWORTH (OAK TREE SF CONNECT),"BRIGHTON ROAD, KT20 6SY",True,True,,True,,True,True,,,True,,,,,,,,
56,1388,51.35452309999999,-0.2467904,53,SHELL EPSOM (SHELL ETWELLE),"EWELL BYPASS, KT17 2PU",,,,,,,,,,,,,,,,True,,
57,1387,51.35448830000001,-0.2448898,54,BP LONDON ROAD (EWELL SF CONNECT),"LONDON ROAD, KT17 2PT",True,True,True,True,True,True,True,True,,,,,,,,,,
58,1823,51.2679744,-0.20807,68,SHELL TADWORTH (SHELL OXFORD HOUSE),"BRIGHTON ROAD, KT20 6UP",,True,,,True,,,True,True,True,True,,,,,,,
59,1389,51.36427219999999,-0.258091,55,SHELL EWELL (KINGSTON ROAD SERVICE STATION),"KINGSTON ROAD, KT19 0SH",,True,,,,True,True,,,,,,True,,,,,
60,19,51.2500815,-0.202269,69,ESSO REIGATE (RSS REIGATE MANOR),"REIGATE HILL, RH2 9PD",,True,,True,,,True,,,True,,,,,,,,
61,1386,51.3610931,-0.2176894,56,ESSO CHEAM (CHEAM EXPRESS),"MALDEN ROAD, SM3 8HB",,True,,,,True,True,True,,True,,,,,,,,
62,1385,51.3649307,-0.2140643,70,BP ST DUNSTANS HILL (ST DUNSTANS SERVICE STATION),"ST DUNSTANS HILL, SM1 2LW",True,True,True,True,,True,True,,,,,,,,,,,
63,12511,51.3728248,-0.2247965,58,SAINSBURYS NORTH CHEAM,"LONDON ROAD, SM3 9AA",True,True,True,,True,True,True,True,True,True,True,True,True,,,,,
64,1379,51.3755835,-0.2226046,61,ESSO SUTTON (NORTH CHEAM EXPRESS),"LONDON ROAD, SM3 9BY",,True,,,,True,True,,,True,,,,,,,,
65,12514,51.3750386,-0.2066696,62,TESCO SUTTON CHEAM EXTRA,"OLDFIELDS ROAD, SM1 2NB",True,True,True,True,True,True,,,,,,True,True,,,,,
66,1827,51.3171487,-0.2113205,64,BP BANSTEAD (HIGHFIELD SF CONNECT),"BRIGHTON ROAD, SM7 1AZ",,,,,,True,True,True,,True,,,,,,,,
67,1355,51.3819423,-0.2835743,57,ESSO SURBITON (TOLWORTH EXPRESS),"THE BROADWAY, KT6 7DQ",,True,,True,,True,True,True,,,,,,,,,,
68,1421,51.361303,-0.2002391,59,SHELL SUTTON (SHELL SUTTON),"CHEAM ROAD, SM1 2SS",True,True,True,,,True,,,,,,,,,,,,
69,1419,51.35753,-0.19165,60,BP BRIGHTON ROAD (MFG SUTTON COURT SERVICE STATION),"BRIGHTON ROAD, SM2 5BN",True,,,,,,,,,,,,,,,,,
70,1830,51.2933225,-0.1541707,71,BP COULSDON (STAR LANE SERVICE CENTRE),"BRIGHTON LANE, CR5 3EE",,,,,,True,,,,,,,,,,,,
71,1831,51.2910656,-0.1543499,72,ESSO BRIGHTON ROAD (RSS HOOLEY),"BRIGHTON ROAD, CR5 3EG",,True,,True,,True,,,,True,,,,,,,,
72,1828,51.3190227,-0.1494101,63,ESSO CHIPSTEAD VALLEY ROAD (MFG COULSDON),"CHIPSTEAD VALLEY ROAD, CR5 3BR",True,True,True,,,,True,,,True,,,,,,,,
73,18,51.2651377,-0.1526195,73,ESSO HIGH STREET (MFG MERSTHAM),"HIGH STREET, RH1 3EA",,,,,,,,,,,,,,,,,,
74,17,51.2538165,-0.1646841,79,ESSO LONDON ROAD (MFG GATTON POINT),"LONDON ROAD, RH1 2JH",,,,True,,True,,,,,,,,,,,,
75,1833,51.30097749999999,-0.1174736,80,SHELL COULSDON (SHELL OLD COULSDON),"COULSDON ROAD, CR5 1EN",,True,,,True,True,,,,True,,,,,,True,,
76,172,51.3359059,-0.1174799,74,TESCO PURLEY EXTRA,"PURLEY ROAD, CR8 2HA",True,True,,True,True,True,True,True,True,True,True,,,,,,True,
77,170,51.3359543,-0.1138607,81,SHELL PURLEY (MFG FOXLEY),"GODSTONE ROAD, CR8 2DB",,True,True,True,,True,True,,,,,,,,,,,
78,1832,51.2888656,-0.0893876,84,ESSO CATERHAM (MFG TOWNEND),"TOWNEND, CR3 5UG",True,True,,True,True,True,True,True,,True,,,,,,,True,
79,4982,51.2859178,-0.0881334999999999,85,TEXACO CATERHAM (ELITE GARAGES CATERHAM),"HIGH STREET, CR3 5UF",,,,,,True,True,,,True,,,,,,,,
80,1,51.3134521,-0.0819078999999999,76,BP WHYTELEAFE (GODSTONE ROAD SF CONNECT),"GODSTONE ROAD, CR3 0EG",True,True,True,True,True,True,True,,True,True,,,,,,True,,
81,7979,51.22366,-0.199526,87,BP REIGATE (WOODHATCH SERVICE STATION),"DOVER GREEN ROAD, RH2 8BS",,,,,,True,,,,,,,True,,,,,
82,3,51.3041753,-0.0771674,89,SHELL WHYTELEAFE (SHELL WAITROSE WHYTELEAFE),"GODSTONE ROAD, CR3 0BB",,True,True,True,True,True,True,True,,True,,,True,,,True,,
83,1110,51.3642362,-0.11856,78,ESSO PURLEY WAY (PURLEY WAY SERVICE STATION),"PURLEY WAY, CR0 4RE",,True,True,True,True,True,True,,,True,,,,,,,,
84,5579,51.3628724,-0.1719899,75,BP CARSHALTON ROAD (CAMBRIDGE ROAD SF CONNECT),"CARSHALTON ROAD, SM5 3QB",True,True,True,,True,True,True,,,True,,,,,,,,
85,23,51.235003,-0.1704445,82,BP REDHILL (HILLSIDE SF CONNECT),"BRIGHTON ROAD, RH1 6QS",True,True,True,,True,True,True,,,True,,,True,,,,,
86,176,51.3620348,-0.1509446,83,SHELL WALLINGTON (SHELL BUDGENS WALLINGTON),"MANOR ROAD, SM6 0DW",True,True,,,,True,,,,,,,,,,,,
87,171,51.344925,-0.105614,86,ESSO PURLEY (MFG HAYLING DOWN),"BRIGHTON ROAD, CR8 2BA",,,,,,,,,,,,,,,,,,
88,1414,51.37216,-0.16685,77,BP GREEN WRYTHE LANE (WRYTHE SF CONNECT),"GREEN WRYTHE LANE, SM5 2DR",,True,,,,True,True,True,,,,,,,,,,
89,1413,51.3752447,-0.177376,88,SHELL CARSHALTON (SHELL ST HELIER),"WRYTHE LANE, SM5 2RU",,True,,,,True,True,,,True,,,,,,True,,
90,4,51.29541580000001,-0.0713287,90,UNBRANDED CATERHAM (GRIFFIN),"CROYDON ROAD, CR3 6PN",,,,,,,,,,,,,,,,,,True
91,5,51.3090523,-0.0547596999999999,91,ESSO WARLINGHAM (MFG WARLINGHAM),"LIMPSFIELD ROAD, CR6 9LA",True,True,True,,,True,True,,,,,,,,,,,
92,9,51.332304,-0.0756216,92,SHELL LIMPSFIELD ROAD (SHELL SANDERSTEAD),"LIMPSFIELD ROAD, CR2 9LE",True,,True,,,True,,,,,,,,,,,,
93,1116,51.3521124,-0.0987832,94,SHELL BRIGHTON ROAD (BRIGHTON ROAD SERVICE STATION),"BRIGHTON ROAD, CR2 6AJ",,,,,,True,,,,,,,,,,,,
94,1115,51.3587022,-0.0974835999999999,95,ESSO BRIGHTON ROAD (MFG WHITGIFT),"BRIGHTON ROAD, CR2 6EE",,True,,,,True,True,,,,,,,,,,,
95,1119,51.350704,-0.039868,96,ESSO SELSDON PARK ROAD (RSS FORESTDALE),"SELSDON PARK ROAD, CR2 8JT",,,,,,,,,,,,,,,,,,
96,1121,51.3570679,-0.0334559,108,SHELL KENT GATE WAY (SHELL ADDINGTON),"KENT GATE WAY, CR0 5AR",,,,,,,,,,,,,,,,,,
97,1109,51.3698175,-0.1171016,98,ESSO PURLEY WAY (MFG WADDON COURT),"PURLEY WAY, CR0 4NX",True,True,,,,True,True,,,,,,,,,,,
98,11613,51.25312419999999,-0.013626,109,ESSO OXTED (RSS OLD OXTED),"HIGH STREET, RH8 9LN",,,,,,,,,,,,,,,,,,
99,7188,51.2586226,-0.0066603999999999,99,SHELL OXTED (SHELL OXTED),"CHURCH LANE, RH8 9NB",True,True,,True,True,True,,True,True,True,True,,,,,,True,
100,1114,51.373148,-0.131839,100,BP BEDDINGTON LANE (BEDDINGTON LANE SERVICE STATION),"BEDDINGTON LANE, CR0 4TJ",True,,,,,,,,,,,,,,,,,
101,1107,51.3758022,-0.1177948,101,SAINSBURYS PURLEY WAY,"PURLEY WAY, CR0 3JW",,True,,,,True,True,True,,True,,True,True,,,True,,
102,26017,51.3768482,-0.1301372,103,ASDA WALLINGTON AUTOMAT,"MARLOWE WAY, CR0 4XS",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True
103,12366,51.31454919999999,0.033829,105,TEXACO MAIN ROAD (CO-OP APERFIELD COURT),"MAIN ROAD, TN16 3DX",,,,,,True,True,True,,True,,,,,,,,
104,12513,51.3817431,-0.0630133,111,ESSO SHIRLEY ROAD (CROYDON EXPRESS),"SHIRLEY ROAD, CR0 7ER",True,,,,,,,,,,,,,,,,True,
105,7983,51.2192654,-0.0487881,106,SHELL EASTBOURNE ROAD (HKS SOUTH GODSTONE),"EASTBOURNE ROAD, RH9 8EZ",True,True,True,,,True,,True,,True,True,,,,,,,
106,4435,51.254002,-0.0667746999999999,93,SHELL GODSTONE HILL (SHELL GODSTONE),"GODSTONE HILL, RH9 8AJ",,True,,True,True,True,True,True,,True,True,,,,,,,
107,1120,51.3534224,-0.0377094,107,BP SOUTH CROYDON (ADDINGTON SF CONNECT),"SELSDON PARK ROAD, CR2 8JH",True,True,,,True,True,,True,True,True,,,,,,,,
108,3669,51.346016,-0.0199154,97,SHELL PARKWAY (SHELL CROYDON),"PARKWAY, CR0 0LA",,True,,,True,,,True,True,,,,True,,,,,
109,1111,51.3788072,-0.1109563,102,BP MITCHAM ROAD (MITCHAM ROAD SF CONNECT),"MITCHAM ROAD, CR0 3RU",,,,,,,,,,,,,,,,,,
110,1126,51.37953090000001,-0.0836557,110,ESSO LOWER ADDISCOMBE ROAD (ADDISCOMBE EXPRESS),"LOWER ADDISCOMBE ROAD, CR0 6AD",,True,,,,True,,,,True,,,,,,,,
111,1122,51.3762152,-0.0591695,104,BP SHIRLEY ROAD (SHIRLEY SF CONNECT),"SHIRLEY ROAD, CR0 8SS",,True,,,True,True,True,True,,True,,,,,,,,
112,1864,51.3767062,-0.0341851,112,ESSO WICKHAM ROAD (WEST WICKHAM EXPRESS),"WICKHAM ROAD, CR0 8DN",True,True,,,,,True,True,,,,,,,,,,
113,10619,51.273321,0.038413,113,M25 CLACKET LANE CONNECT MOTORWAY SERVICE AREA EASTBOUND,"M25 J5-6, TN16 2ER",,,,,,,,,,,,,,,,,,
114,1838,51.3404,0.030618,114,SHELL LEAVES GREEN ROAD (TOLLGATE SERVICE STATION),"LEAVES GREEN ROAD, BR2 6DQ",,,,,,,,,,,,,,,,,,
115,5657,51.27403,0.07439,115,BP LONDON ROAD (WESTERHAM SERVICE STATION),"LONDON ROAD, TN16 2DJ",,,,,,,,,,,,,,,,,,
116,165,51.3671173,0.0385219,116,SHELL CROYDON ROAD (RAVENSBOURNE SERVICE STATION),"CROYDON ROAD, BR2 8HU",,True,,,,,,,,,,,,,,,,
117,164,51.3671353,0.0555378,122,BP CROFTON ROAD (ROSETTA SF CONNECT),"CROFTON ROAD, BR6 8NL",True,True,,,True,True,True,True,True,True,,,,,,,,
118,1089,51.3515577,0.0896348999999999,123,SHELL HIGH STREET (SHELL GREEN STREET),"HIGH STREET, BR6 6BJ",True,True,True,,True,True,True,,,True,,,True,,,True,,
119,1863,51.37770930000001,0.0108801,117,SHELL STATION APPROACH (PARK HAYES SERVICE STATION),"STATION APPROACH, BR2 7EQ",,True,,,,True,True,,,,,,,,,,,
120,1087,51.3584071,0.0846413999999999,118,TEXACO FARNBOROUGH WAY (PARK FARNBOROUGH HILL SERVICE STATION),"FARNBOROUGH WAY, BR6 7ET",True,,,,,,True,,,,,,,,,,,
121,163,51.374545,0.0445857,125,SHELL HASTINGS ROAD (SHELL BROMLEY),"HASTINGS ROAD, BR2 8NJ",,True,True,,True,,,,,,,,True,,,,,
122,162,51.3775183,0.0437722,127,BP HASTINGS ROAD (TUDOR AUTOS),"HASTINGS ROAD, BR2 8NA",True,,True,True,True,,True,,,,,,,,,,,
123,1097,51.3450376,0.1117552,128,ESSO SEVENOAKS ROAD (RSS CHIMES),"SEVENOAKS ROAD, BR6 7SE",,,,True,True,True,True,,,,,,,,True,,,
124,1091,51.3668092,0.0953579,129,TEXACO SEVENOAKS ROAD (PARK ORPINGTON SERVICE STATION),"SEVENOAKS ROAD, BR6 9JW",True,True,True,True,,True,,,,True,,,,,,,,
125,168,51.3889723,-0.025684,130,ESSO LINKS WAY (MFG EDEN PARK),"LINKS WAY, BR3 3DG",,,,,,True,,,,,,,,,,,,
126,2060,51.3925385,0.0024386,131,ESSO BROMLEY (BROMLEY EXPRESS),"WESTMORELAND ROAD, BR2 0UJ",True,True,,,,True,True,True,,True,,,,,,,,
127,1084,51.39230209999999,0.0320133,119,UNBRANDED BROMLEY (W J KING GARAGES BROMLEY),"BROMLEY COMMON, BR2 9RW",,True,,True,,True,,,,,,,,,,,,
128,1096,51.36425,0.1109,120,BP COURT ROAD (GODDINGTON SF CONNECT),"COURT ROAD, BR6 9DA",,True,,,True,True,True,,True,True,,,True,,True,,,
129,10620,51.273321,0.038413,121,M25 CLACKET LANE CONNECT MOTORWAY SERVICE AREA WESTBOUND,"M25 J5-6, TN16 2ER",,,,,,,,,,,,,,,,,,
130,169,51.377073,-0.022414,124,SHELL WEST WICKHAM (MFG WEST WICKHAM),"HIGH STREET, BR4 0LU",,,,,,,,,,,,,,,,,,
131,1101,51.3169648,0.1257035,126,UNBRANDED SEVENOAKS (KNOCKHOLT SERVICE STATION),"MAIN ROAD, TN14 7JJ",,,,,,,,,,,,,,,,,,
132,1095,51.3876405,0.0744726,132,SHELL QUEENSWAY (SHELL WAITROSE PETTS WOOD),"QUEENSWAY, BR5 1DH",True,True,,,,True,,,,,,,,,,,,
133,17726,51.2886823,0.1669778,133,TESCO SEVENOAKS RIVERHEAD,"AISHER WAY, TN13 2QS",True,True,True,True,,True,,True,,,,,True,,,,,
134,4615,51.27781909999999,0.1797762,134,SHELL LONDON ROAD (SHELL WAITROSE TUBS HILL),"LONDON ROAD, TN13 1DH",,True,,,,True,,,,,,,,,,,,
135,17552,51.2977733,0.1937143,135,SAINSBURYS SEVENOAKS,"OTFORD ROAD, TN14 5EG",True,True,True,,,,True,,,,,,,,,,,
136,252,51.28875859999999,0.1998496,136,SHELL SEAL ROAD (MFG SEVENOAKS),"SEAL ROAD, TN14 5AX",,,,,,,,,,,,,,,,,,
137,1092,51.3818391,0.1059276,137,TEXACO HIGH STREET (ORPINGTON POND SERVICE STATION),"HIGH STREET, BR6 0JG",True,,,True,,,,True,,True,,,,True,,True,,
138,3289,51.206103,0.061535,138,ESSO EDENBRIDGE (MFG CHAMPION),"STATION ROAD, TN8 6HL",,True,,True,True,True,True,True,,True,,,True,,,,,
139,1070,51.3943902,0.1806758,146,CO-OP SWANLEY,"HIGH STREET, BR8 8AF",True,True,,True,,True,True,True,,True,,,,,,,,
140,8108,51.3526299,0.2530428,147,TEXACO WEST KINGSDOWN (PARK TWENTY MILE SERVICE STATION),"LONDON ROAD, TN15 6ET",,,,,,,,,,,,,,,,,,
141,1067,51.40287499999999,0.162545,148,BP SWANLEY (SWANLEY SERVICE STATION),"LONDON ROAD, BR8 7HA",True,,,,,True,,,,,,,,,,,,
142,1066,51.4052291,0.1594184,139,UNBRANDED SWANLEY (W J KING GARAGES SWANLEY),"LONDON ROAD, BR8 7QD",,,,,,,,,,,,,,,,,,
143,11821,51.3830945,0.2210531,149,UNBRANDED DARTFORD (W J KING GARAGES FARNINGHAM ROAD),"DARTFORD ROAD, DA4 0DX",,,,,,,,,,,,,,,,,,
144,1073,51.409724,0.14376,150,BP SWANLEY BYPASS (RSS SWANLEY),"SWANLEY BYPASS, DA14 5JA",,,,,,,,,,,,,,,,,,
145,1064,51.4133533,0.1217581,141,TESCO SIDCUP,"EDGINGTON WAY, DA14 5BN",True,True,True,True,True,True,,True,,,,,,,,,,
146,253,51.2859556,0.1953913,142,BP SEVENOAKS (MFG ST JOHNS HILL),"ST JOHNS HILL, TN13 3NY",,,,,,,,,,,,,,,,,,
147,7250,51.21463,0.0974406999999999,143,UNBRANDED EDENBRIDGE (FOUR ELMS FILLING STATION),"FOUR ELMS ROAD, TN8 6NL",,,,,,,,,,,,,,,,,,
148,1093,51.400818,0.113521,144,ESSO SEVENOAKS WAY (ST PAULS CRAY EXPRESS),"SEVENOAKS WAY, BR5 3AQ",,,,,,,,,,,,,,,,,,
149,1094,51.4058074,0.10455,145,TEXACO CHIPPERFIELD ROAD (MFG ST PAULS CRAY),"CHIPPERFIELD ROAD, BR5 2QR",,,,,,,,,,,,,,,,,,
150,4627,51.1876815,0.0681754,140,GULF EDENBRIDGE (MILL HILL GARAGE),"MILL HILL, TN8 5DQ",True,True,,,,True,,,,True,,,True,,,,True,
