,name,station_id,station_location,lat,lng,unleaded,super_unleaded,diesel,premium_diesel,station_unleaded_date,station_super_unleaded_date,station_diesel_date,station_premium_diesel_date
597,TEXACO HIGH ROAD (STAMFORD HILL SERVICE STATION),1440,"HIGH ROAD, N15 6LS",51.575867,-0.0719588,141.9,,143.9,,13.10.2021,,13.10.2021,
598,ESSO GREEN LANES (MFG HIGHFIELDS),502,"GREEN LANES, N21 3RL",51.6296238,-0.0972281,139.9,,,165.9,13.10.2021,,,13.10.2021
599,JET CHURCH STREET (GRAND PRIX SERVICE STATION),505,"CHURCH STREET, N9 9HL",51.628711,-0.0749124999999999,,,144.9,,,,13.10.2021,
600,ESSO GREEN LANES (WINCHMORE HILL EXPRESS),503,"GREEN LANES, N21 2SA",51.6332057,-0.0938263999999999,,,,,,,,
601,TESCO LEA VALLEY EXTRA,17903,"GLOVER DRIVE, N18 3HF",51.6095403,-0.0466469,140.9,,138.9,,18.10.2021,,13.10.2021,
602,TEXACO SEVEN SISTERS ROAD (FINSBURY PARK SERVICE STATION),1468,"SEVEN SISTERS ROAD, N4 2AP",51.5655314,-0.1027242,,154.9,144.9,,,13.10.2021,13.10.2021,
603,ESSO STAMFORD HILL (MFG STAMFORD HILL),1438,"STAMFORD HILL, N16 5SR",51.5662818,-0.0733728,,141.9,,,,14.10.2021,,
604,TEXACO MONTAGU ROAD (MONTAGU ROAD SERVICE STATION),479,"MONTAGU ROAD, N9 0EU",51.6214272,-0.049476,,,145.9,,,,13.10.2021,
605,JET BLACKHORSE LANE (MFG HIGHAMS LODGE),444,"BLACKHORSE LANE, E17 6AA",51.590894,-0.0398648999999999,141.9,,,,13.10.2021,,,
606,JET HERTFORD ROAD (HERTFORD ROAD GARAGE),1787,"HERTFORD ROAD, N9 7HL",51.6287435,-0.0559586,137.9,,143.9,,13.10.2021,,13.10.2021,
607,ESSO HORNSEY ROAD (MFG HORNSEY ROAD),1469,"HORNSEY ROAD, N7 6RA",51.5616537,-0.1167954,142.9,,146.9,,13.10.2021,,14.10.2021,
608,SHELL UPPER CLAPTON ROAD (SHELL CLAPTON),1443,"UPPER CLAPTON ROAD, E5 9JZ",51.564244,-0.059092,141.9,,143.9,,13.10.2021,,13.10.2021,
609,BP NORTH CIRCULAR ROAD (RSS WALTHAMSTOW),1195,"NORTH CIRCULAR ROAD, E4 8GP",51.6077,-0.03018,139.9,,139.9,153.9,17.10.2021,,14.10.2021,13.10.2021
610,TEXACO HALL LANE (NORTH WEALD SERVICE STATION),1196,"HALL LANE, E4 8GP",51.6105404,-0.0302735,139.9,,143.9,155.9,18.10.2021,,13.10.2021,12.10.2021
611,BP HERTFORD ROAD (J1 SERVICE STATION),1786,"HERTFORD ROAD, N9 7ET",51.6351376,-0.0527948,139.9,,144.9,,13.10.2021,,14.10.2021,
612,BP FOREST ROAD (RAINBOW SERVICE STATION),447,"FOREST ROAD, E17 6JG",51.58945500000001,-0.027751,144.9,,,,12.10.2021,,,
613,UNBRANDED LONDON ROAD (ENFIELD BUSH HILL SERVICE STATION),1773,"LONDON ROAD, EN2 6EU",51.6457033,-0.0812591999999999,,,140.8,,,,13.10.2021,
614,BP STOKE NEWINGTON ROAD (MFG AMBASSADOR),1190,"STOKE NEWINGTON ROAD, N16 7XA",51.555445,-0.074201,,,145.9,,,,14.10.2021,
615,ESSO GREAT CAMBRIDGE ROAD (MFG BUSH HILL),1774,"GREAT CAMBRIDGE ROAD, EN1 1JD",51.6422306,-0.061456,139.9,,143.9,,13.10.2021,,14.10.2021,
616,TEXACO MARKHOUSE ROAD (CO-OP WALTHAMSTOW),442,"MARKHOUSE ROAD, E17 8BQ",51.5758953,-0.0300188999999999,,,,,,,,
617,MORRISONS CHINGFORD,13195,"SALISBURY HALL GARDENS, E4 8SA",51.60707499999999,-0.019924,141.9,,139.9,,17.10.2021,,13.10.2021,
618,SAINSBURYS LOW HALL,1636,"WALTHAMSTOW AVENUE, E4 8ST",51.60334270000001,-0.0177181,138.9,145.9,140.9,,16.10.2021,16.10.2021,16.10.2021,
619,ESSO BRAMLEY ROAD (OAKWOOD EXPRESS),1790,"BRAMLEY ROAD, N14 4XA",51.6480712,-0.1301447,137.9,,142.9,,13.10.2021,,13.10.2021,
620,GULF CHINGFORD MOUNT ROAD (CHINGFORD SERVICE STATION),1634,"CHINGFORD MOUNT ROAD, E4 8LU",51.6107425,-0.0181091,,,147.9,,,,13.10.2021,
621,GULF ENFIELD (BOUNDARY SERVICE STATION),1785,"HIGH STREET, EN3 4EJ",51.6405967,-0.0472213,,,,,,,,
622,GULF WOODFORD NEW ROAD (WOODFORD SERVICE STATION),281,"WOODFORD NEW ROAD, E18 2QD",51.6000783,0.0136548,,,143.9,,,,13.10.2021,
623,GULF WOODFORD NEW ROAD (OAKHILL SERVICE STATION),282,"WOODFORD NEW ROAD, E18 2QD",51.6003367,0.0133449,139.9,,143.9,,13.10.2021,,13.10.2021,
624,SHELL LARKSHALL ROAD (SHELL LARKSHALL ROAD),1633,"LARKSHALL ROAD, E4 9HH",51.608998,-0.001241,,,144.9,,,,13.10.2021,
625,TEXACO FOREST ROAD (CO-OP FOREST ROAD WALTHAMSTOW),450,"FOREST ROAD, E17 4JD",51.5915419,-0.0070444999999999,,,,,,,,
626,ESSO HATCH LANE (MFG CHINGFORD),1632,"HATCH LANE, E4 6LP",51.6186113,0.0071109,142.9,,145.9,,13.10.2021,,14.10.2021,
627,ESSO LEA BRIDGE ROAD (LEYTON EXPRESS),434,"LEA BRIDGE ROAD, E17 9DZ",51.578683,-0.0068499999999999,136.9,,142.9,,18.10.2021,,18.10.2021,
628,ESSO HOE STREET (WALTHAMSTOW EXPRESS),445,"HOE STREET, E17 9AA",51.578318,-0.0177804,139,,137.9,,13.10.2021,,13.10.2021,
629,JET WOODFORD GREEN (CLARKS GARAGE LTD),278,"CHIGWELL ROAD, IG8 8PN",51.5990853,0.0401481,139.9,,144.9,,13.10.2021,,13.10.2021,
630,BP WOODFORD GREEN (SNAKES LANE SERVICE STATION),1631,"SNAKES LANE EAST, IG8 7JD",51.6069727,0.041755,,158.9,,,,12.10.2021,,
631,SHELL WOODFORD GREEN (SHELL WOODFORD),285,"SOUTHEND ROAD, IG8 8QH",51.59257700000001,0.0429053,142.9,,144.9,,13.10.2021,,13.10.2021,
632,ESSO WOODFORD GREEN (MFG WOODFORD BRIDGE),279,"CHIGWELL ROAD, IG8 8PE",51.601912,0.045302,142,,145.9,,15.10.2021,,15.10.2021,
633,JET HOLLYBUSH HILL (GREENMAN SERVICE STATION),1850,"HOLLYBUSH HILL, E11 1PP",51.573257,0.0167768,138.9,,140.9,,13.10.2021,,13.10.2021,
634,BP HIGH ROAD (MFG LEYTON),435,"HIGH ROAD, E10 6JP",51.5706283,-0.0079946,,139.9,,,,13.10.2021,,
635,SHELL BUCKHURST HILL (SHELL BUCKHURST HILL),1622,"HIGH ROAD, IG9 5HP",51.624568,0.0309303,,,,,,,,
636,JET LEYTON HIGH ROAD (MFG LEYCO),1505,"LEYTON HIGH ROAD, E10 6QA",51.5649828,-0.0105817,137.9,139.9,,,13.10.2021,14.10.2021,,
637,SHELL SEWARDSTONE ROAD (SHELL CHING),1197,"SEWARDSTONE ROAD, E4 7PU",51.6359597,-0.0134326,142.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
638,ESSO LEA BRIDGE ROAD (RSS ORIENT),437,"LEA BRIDGE ROAD, E10 7PN",51.568091,-0.0318709,139.9,,141.9,,13.10.2021,,14.10.2021,
639,ESSO EASTERN AVENUE (MFG REDBRIDGE),1600,"EASTERN AVENUE, IG4 5AH",51.5758202,0.0467782999999999,,,144.9,165.9,,,14.10.2021,13.10.2021
640,ESSO BUCKHURST HILL (RSS EPPING),1624,"EPPING NEW ROAD, IG9 5UA",51.63423390000001,0.0317852,143.9,,146.9,,17.10.2021,,17.10.2021,
641,JET HIGH ROAD LEYTONSTONE (LEYTONSTONE SERVICES),1500,"HIGH ROAD LEYTONSTONE, E11 4PG",51.55999,0.0073896,138.9,,140.9,,13.10.2021,,13.10.2021,
642,UNBRANDED ILFORD (BEEHIVE FILLING STATION),1598,"BEEHIVE LANE, IG4 5EE",51.5806693,0.0588466999999999,,,143.9,,,,13.10.2021,
643,ESSO ALDERSBROOK ROAD (ALDERSBROOK SERVICE STATION),1510,"ALDERSBROOK ROAD, E12 5HH",51.5624563,0.0337288,139.9,,143.9,,13.10.2021,,13.10.2021,
644,ASDA LEYTON AUTOMAT,25188,"MARSHALL ROAD, E10 5NH",51.5551409,-0.0114433,136.7,,138.7,,16.10.2021,,13.10.2021,
645,SHELL CHIGWELL (SHELL CHIGWELL),1607,"MANOR ROAD, IG7 5PP",51.610713,0.081442,141.9,,144.9,,13.10.2021,,13.10.2021,
646,BP MOLLISON AVENUE (HIGHWAY SF CONNECT),1784,"MOLLISON AVENUE, EN3 7NJ",51.6482748,-0.0294882,141.9,155.9,141.9,153.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
647,TESCO BARKINGSIDE,15786,"CRANBROOK ROAD, IG6 1HY",51.5860767,0.0800381999999999,137.9,144.9,138.9,,13.10.2021,17.10.2021,13.10.2021,
648,JET NEW NORTH ROAD (NEW NORTH ROAD SERVICE STATION),1605,"NEW NORTH ROAD, IG6 3AD",51.604487,0.0955300999999999,140.9,,145.9,,13.10.2021,,13.10.2021,
649,BP EASTERN AVENUE (GREENGATE SF CONNECT),1619,"EASTERN AVENUE, IG2 7RH",51.5741148,0.0852016999999999,142.9,155.9,,156.9,17.10.2021,13.10.2021,,13.10.2021
650,BP EASTERN AVENUE (NEWBURY CENTRE SERVICE STATION),1618,"EASTERN AVENUE, IG2 7HU",51.5741148,0.0852016999999999,142.9,141.9,144.9,,17.10.2021,13.10.2021,14.10.2021,
651,ESSO COLLIER ROW ROAD (MFG COLLIER ROW),1613,"COLLIER ROW ROAD, RM5 2BD",51.598104,0.155332,141.9,,,,13.10.2021,,,
652,TESCO ROMFORD GOODMAYES EXTRA,1591,"HIGH ROAD, RM6 4HY",51.56638599999999,0.1119634,135.9,142.9,136.9,,17.10.2021,14.10.2021,17.10.2021,
653,ESSO HIGH ROAD (MFG GOODMAYES),1852,"HIGH ROAD, IG3 8RU",51.5649905,0.1027345,139.9,,,,13.10.2021,,,
654,SHELL LEY STREET (MFG ILFORD),320,"LEY STREET, IG1 4BS",51.5636383,0.0824724999999999,139.9,,,165.9,13.10.2021,,,13.10.2021
655,JET GREEN LANE (MAYFIELD SELF SERVICE STATION),1567,"GREEN LANE, IG3 9RY",51.562791,0.1155995,141.9,,143.9,,13.10.2021,,13.10.2021,
656,JET ROMFORD (MFG CHADWELL HEATH),277,"HIGH ROAD, RM6 6AU",51.57286269999999,0.1450259,141.9,,144.9,142.9,15.10.2021,,15.10.2021,10.10.2021
657,TEXACO BECONTREE AVENUE (CO-OP DAGENHAM),273,"BECONTREE AVENUE, RM8 2UU",51.55828,0.1286103,139.9,,143.9,,13.10.2021,,13.10.2021,
658,BP LOUGHTON (CHIGWELL SF CONNECT),1620,"THE BROADWAY, IG10 3ST",51.64671,0.08175,140.9,151.9,145.9,152.9,16.10.2021,16.10.2021,16.10.2021,16.10.2021
659,TEXACO ROMFORD (ROMFORD SERVICE STATION),467,"EASTERN AVENUE, RM1 4SD",51.58873999999999,0.1754696,141.9,155.9,143.9,,13.10.2021,13.10.2021,15.10.2021,
660,SHELL LONDON ROAD (SHELL ABRIDGE SERVICE STATION),1609,"LONDON ROAD, RM4 1XL",51.64894349999999,0.1128631,138.9,,146.9,,13.10.2021,,13.10.2021,
661,SHELL EASTERN AVENUE EAST (SHELL RISE PARK),468,"EASTERN AVENUE EAST, RM1 4SJ",51.59127179999999,0.1790432,142.9,156.9,144.9,,15.10.2021,13.10.2021,15.10.2021,
662,SAINSBURYS ROMFORD,25037,"WATERLOO ROAD, RM1 1AU",51.5761935,0.1780768,133.9,140.9,134.9,,15.10.2021,15.10.2021,15.10.2021,
663,ESSO MAIN ROAD (ROMFORD EXPRESS),471,"MAIN ROAD, RM1 3BT",51.582016,0.1868641,137.9,,141.9,,13.10.2021,,13.10.2021,
664,ESSO LOUGHTON (RSS CHURCH HILL),1621,"CHURCH HILL, IG10 1QR",51.6548749,0.0657785,,,143.9,,,,14.10.2021,
665,ESSO ROMFORD ROAD (FOREST GATE EXPRESS),1511,"ROMFORD ROAD, E7 8AF",51.54899080000001,0.04328,138.9,,141.9,154.9,14.10.2021,,14.10.2021,13.10.2021
666,SHELL BRENTWOOD ROAD (MFG ROMFORD SHELL),477,"BRENTWOOD ROAD, RM1 2SL",51.57379,0.1960216,,,145.9,,,,13.10.2021,
667,ESSO FARINGDON AVENUE (MFG FARINGDON),1595,"FARINGDON AVENUE, RM3 0AB",51.5972374,0.2169382,141.9,,144.9,,13.10.2021,,14.10.2021,
668,TESCO ROMFORD GALLOWS CORNER EXTRA,17911,"BRYANT AVENUE, RM3 0LL",51.5922692,0.2201062,133.9,140.9,134.9,,15.10.2021,13.10.2021,15.10.2021,
669,BP SOUTHEND ARTERIAL ROAD (RSS HORNCHURCH),1584,"SOUTHEND ARTERIAL ROAD, RM11 2SE",51.5807965,0.2360275999999999,142.9,,146.9,,16.10.2021,,16.10.2021,
670,ESSO COLCHESTER ROAD (MFG HAROLD PARK),1593,"COLCHESTER ROAD, RM3 0AG",51.6038246,0.2483661,142.9,,145.9,165.9,13.10.2021,,14.10.2021,13.10.2021
671,BP SOUTHEND ARTERIAL ROAD (HORNCHURCH SF CONNECT),25193,"SOUTHEND ARTERIAL ROAD, RM11 3UJ",51.5799007,0.24001,143.9,,148.9,,16.10.2021,,16.10.2021,
672,SHELL BROOK STREET (SHELL SOUTH WEALD),938,"BROOK STREET, CM14 5LU",51.6090425,0.2649363,142.9,,144.9,158.9,13.10.2021,,13.10.2021,13.10.2021
673,ESSO LONDON ROAD (BRENTWOOD EXPRESS),936,"LONDON ROAD, CM14 4QG",51.616967,0.2910772,140.9,,143.9,,13.10.2021,,13.10.2021,
674,SHELL WARLEY HILL (SHELL BRENTWOOD),939,"WARLEY HILL, CM14 5HE",51.607247,0.297746,142.9,,143.9,,13.10.2021,,13.10.2021,
675,BP ONGAR ROAD (ONGAR ROAD SF CONNECT),935,"ONGAR ROAD, CM15 9HZ",51.6321285,0.2885962,,,,,,,,
676,ESSO SOUTHEND ARTERIAL ROAD (MFG WARLEY),2192,"SOUTHEND ARTERIAL ROAD, CM13 3ES",51.5751767,0.3127818,141.9,,147.9,165.9,13.10.2021,,14.10.2021,13.10.2021
677,ESSO SOUTHEND ARTERIAL ROAD (BASILDON SERVICE STATION),17553,"SOUTHEND ARTERIAL ROAD, CM13 3EN",51.592054,0.4791922,141.9,,147.9,,13.10.2021,,13.10.2021,
678,PACE BRENTWOOD (BURGOYNE MOTORS),18318,"BLACKMORE ROAD, CM15 0BJ",51.6648423,0.2801549,,,,,,,,
679,ESSO NORTH ORBITAL ROAD (SHEEPCOT SERVICE STATION),1680,"NORTH ORBITAL ROAD, WD25 7LW",51.692045,-0.398393,143.9,155.9,147.9,159.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
680,SHELL WATFORD (SHELL WAITROSE SCEPTRE),1669,"ST ALBANS ROAD, WD24 7RU",51.6810724,-0.3944255,138.9,,141.9,153.9,16.10.2021,,15.10.2021,13.10.2021
681,SAINSBURYS DOME ROUNDABOUT,12515,"NORTH WESTERN AVENUE, WD25 9JS",51.6813017,-0.3881029,134.9,140.9,136.9,,15.10.2021,14.10.2021,15.10.2021,
682,ASDA WATFORD,1671,"ST ALBANS ROAD, WD24 7RT",51.679947,-0.3902891,135.7,,136.7,,15.10.2021,,15.10.2021,
683,UNBRANDED ST ALBANS (CLASSIC SERVICE STATION),1678,"OLD WATFORD ROAD, AL2 3RS",51.7125475,-0.3737893,142.9,,143.9,,13.10.2021,,13.10.2021,
684,SHELL KINGS LANGLEY (SHELL HUNTON BRIDGE),1676,"WATFORD ROAD, WD4 8RD",51.6875773,-0.4327345,142.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
685,TEXACO KINGS LANGLEY (MFG PRIMROSE HILL),3348,"PRIMROSE HILL, WD4 8HR",51.7141615,-0.4413385,139.9,,,,13.10.2021,,,
686,SHELL WATFORD ROAD (SHELL CHISWELL),3436,"WATFORD ROAD, AL2 3EH",51.7210625,-0.3637476,142.9,156.9,143.9,156.9,17.10.2021,13.10.2021,17.10.2021,13.10.2021
687,TEXACO HEMPSTEAD ROAD (PARK KINGS LANGLEY SERVICE STATION),8143,"HEMPSTEAD ROAD, WD4 8AL",51.725871,-0.4531214999999999,147.9,,147.9,162.9,15.10.2021,,15.10.2021,13.10.2021
688,GULF ST ALBANS (RADLETT ROAD SERVICE STATION),7297,"RADLETT ROAD, AL2 2JX",51.713958,-0.333526,144.9,,147.9,,13.10.2021,,13.10.2021,
689,BP WATLING STREET (MOUNT SF CONNECT),4771,"WATLING STREET, AL2 2NN",51.7306116,-0.3424161,142.9,,144.9,156.9,13.10.2021,,14.10.2021,13.10.2021
690,ESSO RADLETT (RSS RADLETT),1811,"WATLING STREET, WD7 7AG",51.686446,-0.318586,,,143.9,,,,14.10.2021,
691,SAINSBURYS APSLEY MILL,8959,"LONDON ROAD, HP3 9QZ",51.7352977,-0.4641967,136.9,143.9,138.9,,16.10.2021,16.10.2021,16.10.2021,
692,SHELL LONDON ROAD (MFG APSLEY),3920,"LONDON ROAD, HP3 9SP",51.7364622,-0.4672278999999999,139.9,,144.9,,16.10.2021,,13.10.2021,
693,SAINSBURYS ST ALBANS,8738,"EVERARD CLOSE, AL1 2QU",51.7427441,-0.3399312,138.9,,139.9,,14.10.2021,,13.10.2021,
694,UNBRANDED CHORLEY WOOD (BIGGERSTAFF'S GARAGE),17999,"DIMMOCKS LANE, WD3 6AR",51.6821435,-0.4894957,,,,,,,,
695,BP HEMEL HEMPSTEAD (BREAKSPEAR WAY SF CONNECT),5191,"BREAKSPEAR WAY, HP2 4TZ",51.75579,-0.42738,139.9,,143.9,155.9,13.10.2021,,14.10.2021,13.10.2021
696,SHELL BREAKSPEAR WAY (SHELL HEMEL HEMPSTEAD),3915,"BREAKSPEAR WAY, HP2 4TZ",51.7563707,-0.4283684,,,,,,,,
697,TESCO HEMEL HEMPSTEAD,8958,"JARMAN WAY, HP2 4JS",51.7493975,-0.4562668,135.9,142.9,140.9,,13.10.2021,12.10.2021,15.10.2021,
698,ESSO LONDON ROAD (ST ALBANS SERVICE STATION),1932,"LONDON ROAD, AL1 1LP",51.4406815,-0.0593899,144.9,,148.9,,13.10.2021,,13.10.2021,
699,BP VERULAM ROAD (ST ALBANS SF CONNECT),6848,"VERULAM ROAD, AL3 4DP",51.75627069999999,-0.3485462,,,144.9,,,,13.10.2021,
700,ESSO HEMEL HEMPSTEAD (MFG EVEREST WAY),4677,"ADEYFIELD ROAD, HP2 4HZ",51.7567019,-0.4514121,141.9,159.9,144.9,165.9,14.10.2021,14.10.2021,14.10.2021,14.10.2021
701,TEXACO LONDON ROAD (FOREST HEMEL SERVICE STATION),7682,"LONDON ROAD, HP3 9BE",51.7430012,-0.4879795,136.9,155.9,142.9,,17.10.2021,17.10.2021,17.10.2021,
702,SHELL QUEENSWAY (QUEENSWAY SERVICE STATION),5872,"QUEENSWAY, HP2 5HD",51.7582049,-0.4679221,139.9,,143.9,,18.10.2021,,13.10.2021,
703,MORRISONS ST ALBANS,12608,"HATFIELD ROAD, AL1 4SU",51.751621,-0.31254,140.9,147.9,143.9,,16.10.2021,17.10.2021,16.10.2021,
704,SHELL RICKMANSWORTH ROAD (SHELL CHORLEYWOOD),4698,"RICKMANSWORTH ROAD, WD3 5SE",51.6575364,-0.5004027999999999,141.9,,144.9,157.9,13.10.2021,,13.10.2021,13.10.2021
705,SAINSBURYS LONDON COLNEY,8739,"BARNET ROAD, AL2 1AB",51.7162628,-0.2869418,136.9,144.9,139.9,,13.10.2021,14.10.2021,13.10.2021,
706,CO-OP CUPID GREEN,656,"REDBOURN ROAD, HP2 7BA",51.7722911,-0.4439785,141.9,,142.9,,13.10.2021,,13.10.2021,
707,SHELL WARNERS END ROAD (DACORUM SERVICE STATION),6996,"WARNERS END ROAD, HP1 3QF",51.7560698,-0.4918783,,,147.9,,,,13.10.2021,
708,SHELL BEECH ROAD (MFG KING WILLIAM),6849,"BEECH ROAD, AL3 5AS",51.7669315,-0.3227669,,,145.9,165.9,,,13.10.2021,13.10.2021
709,TEXACO ST ALBANS (ST ALBANS SERVICE STATION),7298,"HARPENDEN ROAD, AL3 6BZ",51.7738893,-0.3358378,142.9,,,162.9,14.10.2021,,,13.10.2021
710,GULF HEMEL HEMPSTEAD (M AND M BOURNE END SERVICES),7679,"LONDON ROAD, HP1 2RQ",51.7457755,-0.5143097999999999,,,148.9,,,,13.10.2021,
711,SHELL NORTH ORBITAL ROAD (SHELL ORBITAL),11661,"NORTH ORBITAL ROAD, AL4 0NG",51.73764610000001,-0.2784538,143.9,,144.9,156.9,13.10.2021,,13.10.2021,13.10.2021
712,SAINSBURYS MARSHALSWICK,3435,"MARSHALSWICK LANE, AL1 4UZ",51.7631096,-0.3073879,138.9,145.9,141.9,,17.10.2021,17.10.2021,17.10.2021,
713,SHELL A41 SERVICE AREA (SHELL BOURNE END),5357,"A41 SERVICE AREA, HP1 2SB",51.74154530000001,-0.5312118,145.9,,147.9,160.9,13.10.2021,,13.10.2021,13.10.2021
714,SHELL ST ALBANS ROAD (SHELL REDBOURN),3437,"ST ALBANS ROAD, AL3 7AD",51.7928981,-0.3912064,142.9,,143.9,,13.10.2021,,13.10.2021,
715,SHELL BOREHAMWOOD (SHELL ELSTREE WAY),1817,"ELSTREE WAY, WD6 1LB",51.6596394,-0.2645715,141.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
716,M25 SOUTH MIMMS SF CONNECT MOTORWAY SERVICE AREA,5079,"M25 J23, EN6 3QQ",51.6874524,-0.2216823,151.9,165.9,155.9,167.9,18.10.2021,13.10.2021,18.10.2021,13.10.2021
717,BP BOREHAMWOOD (CLARENDON SF CONNECT),1816,"ELSTREE WAY, WD6 1SD",51.65845150000001,-0.2527378,139.9,153.9,142.9,154.9,13.10.2021,12.10.2021,14.10.2021,13.10.2021
718,SHELL HATFIELD ROAD (SHELL SMALLFORD),3439,"HATFIELD ROAD, AL4 0HP",51.7551166,-0.2680875,144.9,,148.9,155.9,17.10.2021,,17.10.2021,15.10.2021
719,GULF HATFIELD (BISHOPS RISE SERVICE STATION),6633,"BISHOPS RISE, AL10 9BY",51.74946,-0.234083,136.9,,142.9,,13.10.2021,,13.10.2021,
720,TESCO POTTERS BAR,25080,"MUTTON LANE, EN6 2PB",51.6928682,-0.1805394,141.9,145.9,141.9,,18.10.2021,13.10.2021,13.10.2021,
721,BP HIGH STREET (POTTERS BAR SF CONNECT),921,"HIGH STREET, EN6 5AB",51.69389,-0.17817,142.9,156.9,145.9,157.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
722,MURCO POTTERS BAR (MFG POTTERS BAR),918,"BARNET ROAD, EN6 2QU",51.6905271,-0.1786069,,,143.9,,,,13.10.2021,
723,ASDA HATFIELD AUTOMAT,25563,"QUEENSWAY, AL10 0JP",51.76282,-0.2281101,136.7,,139.7,,13.10.2021,,13.10.2021,
724,ESSO HATFIELD (MFG BELL BAR),7300,"GREAT NORTH ROAD, AL9 6DB",51.7337591,-0.1877999,144.9,,,,13.10.2021,,,
725,TESCO HATFIELD EXTRA,8741,"COMET WAY, AL9 5JY",51.7771717,-0.2222498,139.9,143.9,138.9,,17.10.2021,13.10.2021,13.10.2021,
726,TEXACO BARNET (COCKFOSTERS SERVICE STATION),556,"COCKFOSTERS ROAD, EN4 0JY",51.65725699999999,-0.1535344,139.9,,142.9,,13.10.2021,,13.10.2021,
727,BP COCKFOSTERS ROAD (COCKFOSTERS SF CONNECT),557,"COCKFOSTERS ROAD, EN4 0DZ",51.652331,-0.150085,141.9,,143.9,,13.10.2021,,14.10.2021,
728,SHELL THE RIDGEWAY (LAVENDER HILL GARAGE),1768,"THE RIDGEWAY, EN2 8JF",51.663013,-0.103999,142.9,153.9,144.9,,13.10.2021,16.10.2021,13.10.2021,
729,UNBRANDED CHESHUNT (ELLIOTT MOTOR COMPANY),991,"CUFFLEY HILL, EN7 5EU",51.709836,-0.0240576,,,,,,,,
730,UNBRANDED CHASE SIDE (CHASESIDE SERVICE STATION),1770,"CHASE SIDE, EN2 0QN",51.6606653,-0.0872559,,,,,,,,
731,ESSO LANCASTER ROAD (RSS ENFIELD),1771,"LANCASTER ROAD, EN2 0BU",51.6640241,-0.080334,,,145.9,,,,14.10.2021,
732,SHELL WELWYN GARDEN CITY (SHELL BUDGENS WELWYN GARDEN CITY),8592,"STANBOROUGH ROAD, AL8 6XA",51.7931706,-0.2108202,142.9,,145.9,,13.10.2021,,13.10.2021,
733,SHELL WALTHAM CROSS (MFG CHESHUNT),989,"FLAMSTEAD END ROAD, EN8 0JA",51.711763,-0.0504079999999999,141.9,,143.9,,13.10.2021,,13.10.2021,
734,SHELL BULLSMOOR LANE (SHELL BULLSMOOR LANE),917,"BULLSMOOR LANE, EN1 4SB",51.6804488,-0.0486032,,153.9,143.9,,,09.10.2021,13.10.2021,
735,BP BULLSMOOR LANE (RSS BULLSMOOR LANE),916,"BULLSMOOR LANE, EN1 4SE",51.67991,-0.0483199999999999,,,142.9,,,,14.10.2021,
736,BP WALTHAM CROSS (KILSMORE WAY SF CONNECT),995,"GREAT CAMBRIDGE ROAD, EN8 0NF",51.7099791,-0.0403377,,,143.9,,,,14.10.2021,
737,TEXACO WALTHAM CROSS (CHESHUNT SERVICE STATION),993,"TURNERS HILL, EN8 9BN",51.7039903,-0.034095,143.9,,147.9,,12.10.2021,,13.10.2021,
738,TESCO CHESHUNT EXTRA,992,"BROOKFIELD CENTRE, EN8 0TA",51.7179925,-0.0373539,137,,138.9,,13.10.2021,,13.10.2021,
739,ESSO WALTHAM CROSS (WALTHAM CROSS EXPRESS),915,"BULLSMOOR LANE, EN8 7RS",51.680359,-0.034434,139.9,,139.9,151.9,16.10.2021,,16.10.2021,14.10.2021
740,SHELL GREAT CAMBRIDGE ROAD (SHELL ENFIELD),1777,"GREAT CAMBRIDGE ROAD, EN1 4JR",51.66362700000001,-0.0568554,139.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
741,JET ENFIELD (EMPIRE SERVICE STATION),1781,"HERTFORD ROAD, EN3 5SS",51.6671737,-0.0426062,138.9,,143.9,155.9,13.10.2021,,14.10.2021,14.10.2021
742,ESSO HERTFORD ROAD (ENFIELD EXPRESS),1780,"HERTFORD ROAD, EN3 5UT",51.6657188,-0.0432318,135.9,,134.9,,13.10.2021,,13.10.2021,
743,JET WALTHAM CROSS (WALTHAM CROSS AUTOPOINT),912,"ELEANOR CROSS ROAD, EN8 7NJ",51.6858717,-0.0213282,137.9,,139.9,,13.10.2021,,13.10.2021,
744,SAINSBURYS ENFIELD,1776,"CROWN ROAD, EN1 1TH",51.6519492,-0.0574839,135.9,136.9,133.9,,16.10.2021,16.10.2021,16.10.2021,
745,TOTAL HODDESDON (TOTAL BROXBOURNE),988,"HIGH ROAD, EN10 6DU",51.7302663,-0.025099,,,,,,,,
746,MORRISONS ENFIELD,1775,"SOUTHBURY ROAD, EN1 1TW",51.6474686,-0.0568,140.9,,141.9,,18.10.2021,,18.10.2021,
747,TESCO PONDERS END EXTRA,25209,"HIGH STREET, EN3 4DP",51.6479503,-0.0476307,135.9,,135.9,,13.10.2021,,13.10.2021,
