,name,station_id,station_location,lat,lng
218,SAINSBURYS MERTON,1870,"MERANTUN WAY, SW19 1DD",51.4143919,-0.1826232
219,SHELL WESTERN ROAD (SHELL WESTERN ROAD),1179,"WESTERN ROAD, SW19 2QD",51.412538,-0.1782605
220,ESSO HIGH STREET (COLLIERS WOOD EXPRESS),1178,"HIGH STREET, SW19 2BN",51.41869450000001,-0.1779818
221,SHELL PLOUGH LANE (SHELL PLOUGH LANE),4578,"PLOUGH LANE, SW17 0BW",51.429997,-0.1858236
222,ESSO GARRATT LANE (RSS GARRATT LANE),1184,"GARRATT LANE, SW17 0NP",51.43322980000001,-0.1845582
223,SHELL ROWAN ROAD (MFG ROWAN ROAD),7241,"ROWAN ROAD, SW16 5JF",51.4080944,-0.1424275
224,BP MITCHAM ROAD (RSS FERNSIDE),1112,"MITCHAM ROAD, CR0 3AB",51.39093,-0.13386
225,BP TRINITY ROAD (TRINITY SF CONNECT),1156,"TRINITY ROAD, SW17 7HW",51.4373742,-0.1615601
226,SHELL MERTON ROAD (HKS RIVERSDALE),1187,"MERTON ROAD, SW18 5JS",51.44663850000001,-0.1983941
227,ESSO BALHAM HIGH ROAD (BALHAM EXPRESS),12483,"BALHAM HIGH ROAD, SW17 7BQ",51.4387779,-0.1559101
228,UNBRANDED STREATHAM HIGH ROAD (STREATHAM COMMON SERVICE STATION),219,"STREATHAM HIGH ROAD, SW16 3BS",51.4196989,-0.1276945
229,TOTAL LONDON (TOTAL NORBURY),1867,"LONDON ROAD, SW16 4DH",51.40736829999999,-0.1208705
230,TESCO NORBURY EXPRESS,1102,"LONDON ROAD, CR7 7ND",51.4018044,-0.1180574
231,ESSO THORNTON HEATH (NEW PARK EXPRESS),1104,"LONDON ROAD, CR7 6JH",51.3969286,-0.1159123
232,SHELL WEST HILL (MFG PUTNEY),1373,"WEST HILL, SW15 2UE",51.45413199999999,-0.2111382
233,ESSO STERNHOLD AVENUE (MFG STREATHAM),1173,"STERNHOLD AVENUE, SW2 4PB",51.439048,-0.12957
234,SAINSBURYS BALHAM,1157,"NIGHTINGALE LANE, SW12 8SY",51.4519392,-0.152974
235,SHELL BALHAM HILL (SHELL BALHAM),1152,"BALHAM HILL, SW12 9DP",51.450784,-0.14742
236,SAINSBURYS CRYSTAL PALACE,138,"WHITEHORSE LANE, SE25 6XB",51.39877389999999,-0.0879874
237,SHELL WHITEHORSE ROAD (SHELL GLOSTER),137,"WHITEHORSE ROAD, CR0 2LG",51.38748289999999,-0.0965765
238,BP SOUTH NORWOOD HILL (MFG SOUTH NORWOOD),140,"SOUTH NORWOOD HILL, SE25 6BS",51.40083,-0.07725
239,SHELL PORTLAND ROAD (SHELL SOUTH NORWOOD),142,"PORTLAND ROAD, SE25 4UX",51.3963794,-0.069052
240,TEXACO KNIGHTS HILL (PARK KNIGHTS HILL SERVICE STATION),1169,"KNIGHTS HILL, SE27 0QP",51.4232824,-0.1057975
241,BP ANERLEY ROAD (CORNWALL LODGE SERVICE STATION),1171,"ANERLEY ROAD, SE20 8AP",51.4131179,-0.0680021
242,SHELL GIPSY HILL (SHELL GYPSY HILL),1170,"GIPSY HILL, SE19 1PL",51.423936,-0.083314
243,SHELL CRYSTAL PALACE PARADE (SHELL CRYSTAL PALACE),1079,"CRYSTAL PALACE PARADE, SE19 1UN",51.42508300000001,-0.07569
244,JET CROYDON ROAD (FIVE STAR SERVICE STATION),1172,"CROYDON ROAD, SE20 7AE",51.4123435,-0.0540455
245,TESCO ELMERS END,1129,"CROYDON ROAD, BR3 4AA",51.3969811,-0.0489737
246,ESSO LEIGHAM COURT ROAD (MFG STREATHAM),224,"LEIGHAM COURT ROAD, SW16 2RW",51.43274719999999,-0.117064
247,TEXACO NORWOOD ROAD (WEST NORWOOD SERVICE STATION),54,"NORWOOD ROAD, SE27 9AF",51.4357147,-0.1044711
248,SHELL BECKENHAM (SHELL BECKENHAM),148,"BECKENHAM ROAD, BR3 4RH",51.409754,-0.044416
249,BP KIRKDALE (PARK SYDENHAM MOTOR COMPANY),1080,"KIRKDALE, SE26 4QD",51.4278944,-0.0565043
250,BP BECKENHAM (PARK BECKENHAM SERVICE STATION),151,"CROYDON ROAD, BR3 3PR",51.4032117,-0.03588
251,ESSO LONDON ROAD (FORESTHILL EXPRESS),51,"LONDON ROAD, SE23 3PE",51.4406815,-0.0593899
252,TEXACO CROXTED ROAD (CROXTED MOTORS),48,"CROXTED ROAD, SE24 9DG",51.4484978,-0.0982559
253,ESSO A204 (TULSE HILL EXPRESS),56,"A204, SW2 2QB",51.44785479999999,-0.1125835
254,SAINSBURYS SYDENHAM,9188,"BELL GREEN, SE26 4PU",51.4287174,-0.0331371
255,BP STANSTEAD ROAD (MFG FOREST HILL),1082,"STANSTEAD ROAD, SE23 1HP",51.44239839999999,-0.0445573
256,ESSO BROMLEY ROAD (MFG SHORTLANDS),156,"BROMLEY ROAD, BR3 6PG",51.4065509,-0.007520000000000001
257,SHELL BROMLEY HILL (SHELL HILLBROW),157,"BROMLEY HILL, BR1 4JU",51.4183057,0.001848
258,BP WIDMORE ROAD (WIDMORE GREEN SF CONNECT),161,"WIDMORE ROAD, BR1 3AX",51.4068976,0.0281283
259,BP BROMLEY ROAD (DOWNHAM SF CONNECT),1054,"BROMLEY ROAD, BR1 4PJ",51.4263335,-0.0064627
260,SHELL VERDANT LANE (MFG CATFORD),1857,"VERDANT LANE, SE6 1TP",51.4334656,0.0091414
261,ESSO BARING ROAD (GROVE PARK EXPRESS),1055,"BARING ROAD, SE12 0DU",51.4324762,0.0209937
262,ESSO BROWNHILL ROAD (RSS CATFORD),8022,"BROWNHILL ROAD, SE6 1AA",51.4452745,-0.007785
263,BP MOTTINGHAM ROAD (MOTTINGHAM SF CONNECT),1035,"MOTTINGHAM ROAD, SE9 4QN",51.43783999999999,0.04272
264,SHELL SIDCUP ROAD (SHELL MOTTINGHAM),1037,"SIDCUP ROAD, SE9 3AF",51.438966,0.051412
265,SHELL SIDCUP ROAD (SHELL SIDCUP),1039,"SIDCUP ROAD, SE9 3AL",51.4347973,0.0629231
266,SHELL LEWISHAM HIGH STREET (MFG LEWISHAM),17980,"LEWISHAM HIGH STREET, SE13 6NZ",51.45202829999999,-0.016434
267,ESSO SIDCUP ROAD (CLIFTON LEE EXPRESS),217,"SIDCUP ROAD, SE12 8BL",51.4506744,0.0297537
268,TEXACO SIDCUP ROAD (LEE SERVICE STATION),216,"SIDCUP ROAD, SE12 8BL",51.4531374,0.0271842
269,BP LEE HIGH ROAD (LEE SF CONNECT),213,"LEE HIGH ROAD, SE13 5PQ",51.45883,0.00412
270,SHELL FOOTSCRAY ROAD (MFG FOOTSCRAY),1060,"FOOTSCRAY ROAD, SE9 2TD",51.443703,0.0634724
271,BP CHISLEHURST (PERRY STREET SF CONNECT),1038,"PERRY STREET, BR7 6HB",51.41763,0.0919
272,ESSO ELTHAM HIGH STREET (ELTHAM HIGH STREET EXPRESS),1034,"ELTHAM HIGH STREET, SE9 1DH",51.45151809999999,0.0501243
273,UNBRANDED SIDCUP (W J KING GARAGES SIDCUP),1059,"MAIN ROAD, DA14 6PA",51.4270512,0.0958955
274,UNBRANDED BEXLEY (W J KING GARAGES BEXLEY),11857,"STEYNTON AVENUE, DA5 3HP",51.4362355,0.1258024
275,SHELL SIDCUP (SHELL BLENDON),1020,"BLACKFEN ROAD, DA15 9NT",51.4477487,0.1167906
276,BP BEXLEY ROAD (CROWNWOOD SF CONNECT),1025,"BEXLEY ROAD, SE9 2NL",51.4509774,0.0804193
277,SAINSBURYS ELTHAM,1024,"FOOTSCRAY ROAD, SE9 2SA",51.4502227,0.0600399
278,UNBRANDED WELLING (W J KING GARAGES WELLING),1005,"PARK VIEW ROAD, DA16 1SF",51.4606718,0.1197482
279,ESSO BEXLEYHEATH (MFG BROADWAY),1007,"BROADWAY, DA6 8AS",51.457991,0.136395
280,SHELL WELLING (SHELL BUDGENS BELLEGROVE),1021,"BELLEGROVE ROAD, DA16 3QS",51.4635833,0.09933449999999999
281,JET WELL HALL ROAD (MFG WELL HALL),1023,"WELL HALL ROAD, SE9 6SX",51.4587251,0.0495295
282,TEXACO WELLING (ANCHOR SERVICE STATION),1022,"BELLEGROVE ROAD, DA16 3RW",51.466535,0.08392129999999999
283,SAINSBURYS CRAYFORD,1016,"STADIUM WAY, DA1 4HW",51.4501562,0.1777417
284,SHELL BEXLEYHEATH (MFG BEXLEYHEATH),1009,"LONG LANE, DA7 5AH",51.4656748,0.1472153
285,UNBRANDED BEXLEYHEATH (W J KING GARAGES BEXLEYHEATH),1008,"LONG LANE, DA7 5AQ",51.46650160000001,0.1456123
286,ESSO PRINCES ROAD (RSS WINSTON),130,"PRINCES ROAD, DA1 2PZ",51.4406823,0.1966381
287,BP PRINCES ROAD (MFG ELMS),132,"PRINCES ROAD, DA1 1RB",51.43808929999999,0.2344562
288,BP PRINCES ROAD (RSS DARTFORD),127,"PRINCES ROAD, DA1 1YT",51.437628,0.237489
289,ESSO DARTFORD ROAD (DARTFORD EXPRESS),129,"DARTFORD ROAD, DA1 3EN",51.4470102,0.1999736
290,SHELL LONDON ROAD (SHELL INVICTUS),17508,"LONDON ROAD, DA2 6AS",51.4424575,0.2421874
291,SHELL BURNHAM ROAD (SHELL BURNHAM ROAD),125,"BURNHAM ROAD, DA1 5BN",51.454633,0.2080579
292,SHELL ERITH (SHELL ERITH),1014,"NORTHEND ROAD, DA8 3RF",51.4663727,0.1815354
293,ASDA GREENHITHE,25051,"STATION ROAD, DA9 9BT",51.45245749999999,0.2771778
294,ESSO GREENHITHE (RSS GREENHITHE),2241,"LONDON ROAD, DA9 9EJ",51.450024,0.2868888
295,BP ERITH (MFG ERITH),1011,"BEXLEY ROAD, DA8 3EX",51.47278499999999,0.1625922
296,GULF ERITH (BELMONT SERVICE STATION),1012,"BELMONT ROAD, DA8 1LB",51.4726,0.157887
297,MORRISONS ERITH,18002,"JAMES WATT WAY, DA8 2AH",51.479345,0.1831198
298,SAINSBURYS PEPPER HILL,8871,"WINGFIELD BANK, DA11 8JH",51.4302168,0.3327752
299,TEXACO GRAYS (LONDON ROAD SERVICE STATION),1559,"LONDON ROAD, RM20 3JT",51.4763696,0.2711423
300,SHELL STONEBRIDGE ROAD (SHELL NORTHFLEET),3706,"STONEBRIDGE ROAD, DA11 9BJ",51.44923199999999,0.320969
301,ESSO PURFLEET (MFG MEADS),1558,"ARTERIAL ROAD, RM19 1TS",51.4858649,0.2445926
302,TESCO HAYES BULLS BRIDGE EXTRA,1270,"HAYES ROAD, UB2 5LN",51.4989999,-0.4077401
303,BP SOUTHALL (MFG HAYES),1271,"HAYES ROAD, UB2 5LZ",51.4978868,-0.4061416
304,M4 HESTON MOTO MOTORWAY SERVICE AREA WESTBOUND,12283,"M4 J2-3, TW5 9NB",51.4877911,-0.3951634
305,ESSO NORTH HYDE ROAD (SOUTH HAYES EXPRESS),1302,"NORTH HYDE ROAD, UB3 4NE",51.5005587,-0.4215869
306,M4 HESTON MOTO MOTORWAY SERVICE AREA EASTBOUND,6591,"M4 J2-3, TW5 9NB",51.4877911,-0.3951634
307,ASDA HAYES AUTOMAT,26131,"MILLINGTON ROAD, UB3 4AZ",51.5006843,-0.4253558
308,SAINSBURYS HAYES,1291,"COLDHARBOUR LANE, UB3 3EX",51.5163792,-0.4068654
309,SHELL HOUNSLOW (HESTON SERVICE STATION),1253,"HESTON ROAD, TW5 0RG",51.488332,-0.3714519
310,BP BATH ROAD (CRANFORD SF CONNECT),1250,"BATH ROAD, TW5 9BA",51.47590289999999,-0.3959903
311,TESCO YEADING EXTRA,1880,"GLENCOE ROAD, UB4 9SQ",51.52347959999999,-0.3862648
312,TEXACO HOUNSLOW (HOUNSLOW SERVICE STATION),1247,"GREAT WEST ROAD, TW5 9AN",51.47504319999999,-0.3923932
313,ESSO SOUTHALL (MFG SOUTHALL),1266,"UXBRIDGE ROAD, UB1 3DD",51.510254,-0.358938
314,ESSO SHEPISTON LANE (HEATHROW NORTH SERVICE STATION),1305,"SHEPISTON LANE, UB3 1LL",51.4961177,-0.4464341
315,BP GREAT WEST ROAD (RAVENSCROFT SF CONNECT),1244,"GREAT WEST ROAD, TW5 0BT",51.47902,-0.36188
316,BP GREENFORD ROAD (GREENFORD PARK SERVICE STATION),1263,"GREENFORD ROAD, UB6 9BA",51.5214108,-0.3546678
317,ESSO WEST DRAYTON (RSS HARLINGTON),1260,"BATH ROAD, UB3 5AY",51.4814755,-0.4512133
318,SHELL NORTHOLT (SHELL BUDGENS YEADING),1275,"YEADING LANE, UB5 6LN",51.5362065,-0.3919286
319,ESSO GREENFORD (MEAD SERVICE STATION),1267,"RUISLIP ROAD, UB6 9RP",51.5324698,-0.3713116
320,GULF UXBRIDGE (COLHAM GREEN SELF SERVE),4673,"COLHAM GREEN ROAD, UB8 3JY",51.52046379999999,-0.4555485
321,ESSO BOSTON ROAD (MFG STUDLEY GRANGE),698,"BOSTON ROAD, W7 3QJ",51.5042413,-0.3335213
322,SHELL CHURCH ROAD (HANWELL SERVICE STATION),703,"CHURCH ROAD, W7 1DR",51.5092617,-0.3343784
323,CO-OP LEES CORNER,1293,"UXBRIDGE ROAD, UB10 0NZ",51.5303804,-0.4487837
324,MURCO HILLINGDON (MORGANS GARAGE),1294,"PIELD HEATH ROAD, UB8 3NG",51.5257916,-0.4560701999999999
325,GULF WEST DRAYTON (WEST DRAYTON SERVICE STATION),11533,"STATION ROAD, UB7 7ND",51.5063426,-0.4699522
326,SHELL HOLLOWAY LANE (SHELL WEST DRAYTON),1258,"HOLLOWAY LANE, UB7 0AE",51.492413,-0.469795
327,ASDA NORTHOLT WESTERN AVENUE PFS,1277,"TARGET ROUNDABOUT, UB5 5AW",51.5432093,-0.3796879
328,BP HILLINGDON (HILLINGDON SF CONNECT),1278,"LONG LANE, UB10 0LQ",51.5329225,-0.4521579
329,TESCO OSTERLEY EXTRA,1252,"SYON LANE, TW7 5NZ",51.484595,-0.330184
330,SHELL BRENTFORD (SHELL GILLETTE CORNER),1251,"GREAT WEST ROAD, TW7 5NG",51.48343819999999,-0.3280531
331,SHELL GREENFORD (SHELL ROUNDABOUT),1262,"GREENFORD ROAD, UB6 8QQ",51.5351247,-0.346529
332,BP MANDEVILLE ROAD (MANDEVILLE SERVICE STATION),1276,"MANDEVILLE ROAD, UB5 5BH",51.54599,-0.37136
333,JET WEST DRAYTON (MFG MILL ROAD),1297,"MILL ROAD, UB7 7EQ",51.5017301,-0.4793957
334,BP WESTERN AVENUE (GREENFORD ROUNDABOUT FILLING STATION),1332,"WESTERN AVENUE, UB6 8EU",51.5361615,-0.3448153
335,SHELL HIGH STREET (SHELL YIEWSLEY),1299,"HIGH STREET, UB7 7QP",51.516444,-0.4766
336,SHELL COLNBROOK BYPASS (SHELL HEATHROW),12324,"COLNBROOK BYPASS, UB7 0HB",51.481913,-0.480252
337,SHELL RUISLIP (SHELL NORTHOLT),632,"WEST END ROAD, HA4 6QQ",51.5551213,-0.4053595
338,SAINSBURYS SOUTH RUISLIP,18334,"LONG DRIVE, HA4 0HQ",51.55604,-0.3929484
339,BP WESTERN AVENUE (PERIVALE SF CONNECT),1879,"WESTERN AVENUE, UB6 8TF",51.533213,-0.325392
340,ESSO HIGH ROAD (COWLEY EXPRESS),1300,"HIGH ROAD, UB8 2HS",51.5258933,-0.4824136999999999
341,ESSO SOUTH EALING ROAD (TRIANGLE SERVICE STATION),700,"SOUTH EALING ROAD, W5 4QT",51.50216649999999,-0.3065013
342,ASDA SOUTH RUISLIP AUTOMAT,26263,"OLD DAIRY LANE, HA4 0EF",51.559069,-0.400181
343,BP GUNNERSBURY AVENUE (GUNNERSBURY PARK SF CONNECT),76,"GUNNERSBURY AVENUE, W5 4LR",51.5011163,-0.2859169
344,ESSO GREAT WEST ROAD (RSS THE DOME),77,"GREAT WEST ROAD, TW8 9AD",51.4915114,-0.3044173
345,JET BRENTFORD (BRENTFORD SERVICE STATION),79,"HIGH STREET, TW8 0DU",51.4878984,-0.2925745
346,ESSO GREAT WEST ROAD (RSS CHISWICK FLYOVER),89,"GREAT WEST ROAD, W4 5QJ",51.4915691,-0.2833596
347,ESSO UXBRIDGE ROAD (ACTON EXPRESS),17619,"UXBRIDGE ROAD, W3 9RH",51.508365,-0.281438
348,SHELL HANGER LANE (SHELL WAITROSE EALING),66,"HANGER LANE, W5 3HJ",51.5165556,-0.2910575
349,BP SOUTH PARADE (MFG CHISWICK),97,"SOUTH PARADE, W4 5LG",51.49626199999999,-0.263516
350,BP HORN LANE (HORN LANE FILLING STATION),68,"HORN LANE, W3 6PH",51.51491,-0.26851
351,SHELL THE VALE (MFG ACTON PARK),73,"THE VALE, W3 7QS",51.506242,-0.260112
352,SHELL WESTERN AVENUE (SHELL PARK ROYAL),1721,"WESTERN AVENUE, W3 0PA",51.52632639999999,-0.2804748
353,BP WESTERN AVENUE (WESTERN AVENUE SF CONNECT),1722,"WESTERN AVENUE, W3 0TE",51.52693379999999,-0.2780782
354,SHELL THE VALE (MFG ACTON VALE),72,"THE VALE, W3 7RS",51.5068687,-0.2492259
355,ASDA PARK ROYAL AUTOMAT,1877,"PARK ROYAL ROAD, NW10 7LW",51.5278892,-0.2683262
356,SHELL GOLDHAWK ROAD (SHELL HAMMERSMITH),96,"GOLDHAWK ROAD, W6 0XF",51.4958547,-0.2447167
357,ESSO EALING ROAD (ALPERTON SERVICE STATION),1333,"EALING ROAD, HA0 1JQ",51.53519370000001,-0.2973163
358,TESCO HOOVER BUILDING,1336,"WESTERN AVENUE, UB6 8DW",51.5338447,-0.3187539
359,SAINSBURYS ALPERTON,1334,"EALING ROAD, HA0 1PF",51.5382411,-0.2999421
360,BP GREAT WEST ROAD (MFG CROMWELL ROAD NORTH),87,"GREAT WEST ROAD, W6 9TQ",51.49155409999999,-0.2385821
361,BP GREAT WEST ROAD (CROMWELL ROAD SF SOUTH CONNECT),86,"GREAT WEST ROAD, W6 9TQ",51.49155409999999,-0.2385821
362,ESSO ABBEY ROAD (PARK ROYAL SERVICE STATION),1878,"ABBEY ROAD, NW10 7TS",51.5383479,-0.277335
363,ESSO CASTELNAU (BARNES EXPRESS),85,"CASTELNAU, SW13 9EW",51.48473019999999,-0.2345005
364,TEXACO SCRUBS LANE (SCRUBS LANE SERVICE STATION),1707,"SCRUBS LANE, W10 6AH",51.5207347,-0.228727
365,BP SHEPHERDS BUSH GREEN (BUSH CENTRE SF CONNECT),1893,"SHEPHERDS BUSH GREEN, W12 8PS",51.50346,-0.2214
366,TEXACO HARROW ROAD (COLLEGE PARK SERVICE STATION),1703,"HARROW ROAD, NW10 5ND",51.53220049999999,-0.2386136
367,UNBRANDED CHURCH ROAD (CRAVEN PARK SERVICE STATION),1698,"CHURCH ROAD, NW10 8SR",51.5459123,-0.2516676
368,BP HAMERSMITH FLYOVER (FLYOVER SF CONNECT),1710,"HAMERSMITH FLYOVER, W6 8BJ",51.4905531,-0.2178171
369,SHELL FULHAM PALACE ROAD (SHELL FULHAM CROSS),1712,"FULHAM PALACE ROAD, W6 9NT",51.4837697,-0.2198371
370,UNBRANDED HOLLAND ROAD (HOLLAND ROAD SERVICE STATION),306,"HOLLAND ROAD, W14 8BA",51.5006114,-0.2112697
371,SHELL BAYSWATER ROAD (SHELL WAITROSE BAYSWATER),1530,"BAYSWATER ROAD, W2 3HT",51.5106829,-0.1840065
372,SHELL OLD BROMPTON ROAD (SHELL OLD BROMPTON),307,"OLD BROMPTON ROAD, SW7 3RA",51.4917558,-0.1793723
373,UNBRANDED ST MARKS ROAD (ANDREWS GARAGE),1717,"ST MARKS ROAD, W11 1RE",51.5165192,-0.2129284
374,ESSO FULHAM ROAD (CHELSEA EXPRESS),310,"FULHAM ROAD, SW10 9UZ",51.4826357,-0.1859549
375,SHELL HARROW ROAD (SHELL WESTBOURNE),1720,"HARROW ROAD, W2 5EH",51.5203292,-0.1914117
376,GULF SLOANE AVENUE (CHELSEA CLOISTERS SERVICE STATION),301,"SLOANE AVENUE, SW3 3DL",51.4924347,-0.1665997
377,SHELL ASHBURNHAM ROAD (SHELL CHELSEA),309,"ASHBURNHAM ROAD, SW10 0NY",51.4803122,-0.1822919
378,ESSO KINGS ROAD (FULHAM EXPRESS),298,"KINGS ROAD, SW6 2EJ",51.478001,-0.189224
379,SAINSBURYS LADBROKE GROVE,1718,"CANAL WAY, W10 5AA",51.5261769,-0.2177619
380,ESSO EDGWARE ROAD (MFG THE VALE),1527,"EDGWARE ROAD, W2 1BT",51.522803,-0.17452
381,SHELL FULHAM ROAD (SHELL EV FULHAM),1891,"FULHAM ROAD, SW6 5HY",51.4725109,-0.2090047
382,ESSO PARK LANE (MFG PARK LANE),1164,"PARK LANE, W1K 7HB",51.5088654,-0.154283
383,ESSO SUTHERLAND AVENUE (MAIDA VALE EXPRESS),1529,"SUTHERLAND AVENUE, W9 1UP",51.5282316,-0.1821746
384,SHELL EBURY STREET (SHELL VICTORIA),1160,"EBURY STREET, SW1W 9QJ",51.49254999999999,-0.150649
385,SHELL MARYLEBONE ROAD (MFG SPAR DORSET HOUSE),1523,"MARYLEBONE ROAD, NW1 5AR",51.522398,-0.1592091
386,SAINSBURYS LOWER RICHMOND ROAD,1371,"LOWER RICHMOND ROAD, SW15 1EU",51.4673814,-0.2206653
387,BP WELLINGTON ROAD (MFG LORDS),490,"WELLINGTON ROAD, NW8 9SQ",51.53229169999999,-0.1721082
388,SHELL YORK ROAD (SHELL SAVOY),290,"YORK ROAD, SW18 1TP",51.464293,-0.182405
389,SHELL QUEENSTOWN ROAD (SHELL WAITROSE BATTERSEA),1147,"QUEENSTOWN ROAD, SW8 4LT",51.4784525,-0.1483283
390,BP SWANDON WAY (WANDSWORTH SF CONNECT),296,"SWANDON WAY, SW18 1EW",51.4619629,-0.1885525
391,BP VAUXHALL BRIDGE ROAD (MFG VAUXHALL BRIDGE),12516,"VAUXHALL BRIDGE ROAD, SW1V 2RE",51.4925451,-0.1371082
392,SHELL GROSVENOR ROAD (RSS EMBANKMENT),1158,"GROSVENOR ROAD, SW1V 3JY",51.48525369999999,-0.1363485
393,SHELL KILBURN HIGH ROAD (SHELL KILBURN),1693,"KILBURN HIGH ROAD, NW6 7QE",51.54650170000001,-0.2039567
394,BP CLAPHAM COMMON NORTH SIDE (MFG CLAPHAM COMMON),1150,"CLAPHAM COMMON NORTH SIDE, SW4 9SH",51.4614673,-0.1573931
395,TEXACO WANDSWORTH ROAD (CO-OP CLAPHAM),1146,"WANDSWORTH ROAD, SW8 3LT",51.4689248,-0.1428406
396,BP FINCHLEY ROAD (HAMPSTEAD SERVICE STATION),494,"FINCHLEY ROAD, NW3 5EY",51.54571749999999,-0.1776905
397,SHELL WILLESDEN LANE (SHELL WILLESDEN),1692,"WILLESDEN LANE, NW2 5HS",51.5471263,-0.2223913
398,TEXACO ALBERT EMBANKMENT (EMBANKMENT SERVICE STATION),8020,"ALBERT EMBANKMENT, SE1 7TL",51.4891228,-0.122769
399,MORRISONS CAMDEN,714,"CHALK FARM ROAD, NW1 8AA",51.542959,-0.1495846
400,SHELL SOUTHWARK BRIDGE ROAD (SHELL SOUTHWARK BRIDGE),1135,"SOUTHWARK BRIDGE ROAD, SE1 0AX",51.5033785,-0.09551899999999999
401,ESSO NEW KENT ROAD (MFG NEWINGTON SPAR),1139,"NEW KENT ROAD, SE1 4AG",51.49439779999999,-0.0907538
402,TEXACO KENNINGTON ROAD (KENNINGTON SERVICE STATION),1140,"KENNINGTON ROAD, SE11 6PR",51.490827,-0.111332
403,APPLEGREEN KENNINGTON LANE (APPLEGREEN KENNINGTON),1141,"KENNINGTON LANE, SE11 5RD",51.4869995,-0.1158962
404,TESCO SOUTHWARK,25,"DUNTON ROAD, SE1 5HG",51.4899806,-0.0760938
405,APPLEGREEN CAMBERWELL ROAD (APPLEGREEN CAMBERWELL),41,"CAMBERWELL ROAD, SE5 0EG",51.4810917,-0.094691
406,TEXACO THE HIGHWAY (ST KATHERINES SERVICE STATION),1521,"THE HIGHWAY, E1W 2BN",51.5094444,-0.0636111
407,ASDA OLD KENT ROAD AUTOMAT,26,"OLD KENT ROAD, SE1 5AG",51.4844027,-0.0697671
408,BP THE HIGHWAY (TOWER CONNECT),1465,"THE HIGHWAY, E1W 2BU",51.5091556,-0.0609612
409,SHELL SOUTHWARK PARK ROAD (SHELL SOUTHWARK PARK),1131,"SOUTHWARK PARK ROAD, SE16 2JN",51.4925745,-0.0597625
410,SHELL OLD STREET (SHELL OLD STREET),12529,"OLD STREET, EC1V 9BP",51.52531630000001,-0.08897519999999999
411,SHELL WHITECHAPEL ROAD (SHELL WHITECHAPEL),1489,"WHITECHAPEL ROAD, E1 1DT",51.5180181,-0.06536929999999999
412,TEXACO CITY ROAD (CITY ROAD SERVICE STATION),1871,"CITY ROAD, EC1V 1JQ",51.5293198,-0.0947239
413,TESCO SURREY QUAYS EXTRA,1043,"REDRIFF ROAD, SE16 7LL",51.494544,-0.04603860000000001
414,ASDA BETHNAL GREEN VALLANCE ROAD PFS,1460,"VALLANCE ROAD, E1 5BW",51.52225920000001,-0.0640418
415,BP OLD KENT ROAD (MFG HOPFIELDS),29,"OLD KENT ROAD, SE15 1NZ",51.48066619999999,-0.05916979999999999
416,ESSO BRIXTON ROAD (STOCKWELL EXPRESS),57,"BRIXTON ROAD, SW9 7AA",51.4685707,-0.1128716
417,MORRISONS PECKHAM,17622,"HANOVER PARK, SE15 5HS",51.472642,-0.066969
418,JET HINTON ROAD (HERNE HILL SERVICE STATION),64,"HINTON ROAD, SE24 0HJ",51.4641615,-0.1013717
419,SHELL NEW CROSS ROAD (SOUTHWARK SERVICE STATION),31,"NEW CROSS ROAD, SE14 5BE",51.4780884,-0.0533586
420,TEXACO CALEDONIAN ROAD (CO-OP CALEDONIAN),593,"CALEDONIAN ROAD, N1 0SL",51.5379061,-0.1169423
421,BP CAMBRIDGE HEATH ROAD (MUSEUM SERVICE STATION),1457,"CAMBRIDGE HEATH ROAD, E2 9LH",51.5290719,-0.05608089999999999
422,SHELL UPPER STREET (SHELL UPPER STREET),603,"UPPER STREET, N1 2TZ",51.5407105,-0.1023826
423,SHELL EVELYN STREET (SHELL DEPTFORD),1045,"EVELYN STREET, SE8 5RJ",51.485713,-0.034595
424,BP GROVE VALE (GROVE VALE FILLING STATION),43,"GROVE VALE, SE22 8EN",51.461333,-0.0757108
425,ESSO EAST DULWICH ROAD (MFG DULWICH),46,"EAST DULWICH ROAD, SE22 9BD",51.4619295,-0.06887309999999999
426,SAINSBURYS NEW CROSS GATE,12527,"NEW CROSS ROAD, SE14 5UL",51.4752192,-0.041089
427,TEXACO MARE STREET (MARE STREET SERVICE STATION),1453,"MARE STREET, E8 3SG",51.538542,-0.05658100000000001
428,TEXACO GROVE ROAD (GROVE ROAD FILLING STATION),1467,"GROVE ROAD, E3 4PE",51.5271907,-0.0368961
429,SHELL YORK WAY (SHELL CAMDEN TOWN),459,"YORK WAY, N7 9QE",51.5463912,-0.1269763
430,ESSO CAMDEN ROAD (CAMDEN EXPRESS),457,"CAMDEN ROAD, NW1 9HG",51.5454374,-0.1333988
431,SHELL HOLLOWAY ROAD (SHELL HOLLOWAY),1188,"HOLLOWAY ROAD, N7 8JE",51.550253,-0.1086741
432,TEXACO CREEK ROAD (PARK DEPTFORD SERVICE STATION),1046,"CREEK ROAD, SE8 3BU",51.4815152,-0.018508
433,ASDA DOCKLANDS AUTOMAT,8905,"EAST FERRY ROAD, E14 3BT",51.4948777,-0.013584
434,TEXACO COTTON STREET (COTTON STREET SERVICE STATION),1496,"COTTON STREET, E14 0EL",51.5106133,-0.0107673
435,SAINSBURYS CHARLTON RIVERSIDE,18410,"BUGSBYS WAY, SE10 0QJ",51.4879397,0.0165813
